833,"Marty Paich"
834,"Kiss"
835,"The Broadcast"
836,"Drive-By Truckers"
837,"Dusty Springfield"
838,"Blonde Redhead"
839,"Patrick Cowley"
840,"Svante Soderqvist"
841,"Jess and the Ancient Ones"
842,"Collapsed Skull"
843,"Ken Ishii"
844,"David Edren"
845,"Lukah"
846,"Real Bad Man"
847,"Rachel Hayter"
848,"Boyscott"
849,"Cj Fly"
850,"Stoic"
851,"Uprise"
852,"Shitkid"
853,"Alex Y Christina"
854,"Tord Gustavsen Trio"
855,"The 69 Eyes"
856,"Forgotten Pharaohs"
857,"Lord"
858,"Warmduscher"
859,"Extremoduro"
860,"Say Zuzu"
861,"Unfolding"
862,"Donald Harrison"
863,"Dr. John"
864,"Alain Pierre"
865,"Bananagun"
866,"Cab Calloway"
867,"Danish Radio Big Band"
868,"Oren Ambarchi"
869,"Downhaul"
870,"Herbert Henck"
871,"Ed Schrader's Music Beat"
872,"Carver Commodore"
873,"Iotunn"
874,"Leah Dou"
875,"Dirty Projectors"
876,"Ray Charles"
877,"Girl Talk"
878,"Freeway"
879,"Culture"
880,"Soul Jazz Records Presents"
881,"Maul"
882,"Souled American"
883,"Sondre Lerche"
884,"Kraut"
885,"Dan Tyminski"
886,"Animal Collective"
887,"Billy Alexander"
888,"Seun Kuti"
889,"Twin Talk"
890,"Alejandro Sanz"
891,"Naima Bock"
892,"Sarah Vaughan"
893,"Kendra Morris"
894,"Stryper"
895,"Pat Benatar"
896,"Deliverance"
897,"Everclear"
898,"Ultravox"
899,"Fiesta En El Vacio"
900,"The Cardigans"
901,"Stan Getz"
902,"Nile"
903,"The Exploited"
904,"Susan Wong"
905,"Alan Parsons Project"
906,"Shabazz Palaces"
907,"Moe Bandy"
908,"Siamese"
909,"Charles Brown"
910,"Tenacious D"
911,"Arthur Brown"
912,"The Pierced Arrows"
913,"The Police"
914,"highly suspect"
915,"Wayne Shorter"
916,"Babymetal"
917,"Crazy Town"
918,"John Lee Hooker"
919,"Morbid Saint"
920,"Fruit Bats"
921,"Jimmy Buffett"
922,"William Parker"
923,"Londonbeat"
924,"Islands"
925,"Dr Frank"
926,"Enslaved"
927,"A Certain Ratio"
928,"Lucassen"
929,"Soeterboek's Plan Nine"
930,"Beings"
931,"Thou"
932,"BUNBURY"
933,"Duane Eddy"
934,"Bruce Sudano"
935,"Joyer"
936,"Josephine Baker"
937,"Brainstory"
938,"The Move"
939,"Chanel Beads"
940,"Israel Vibration"
941,"Cedric Burnside"
942,"Rafael Riqueni"
943,"Muna"
944,"Samson"
945,"36 Crazyfists"
946,"Mandalaband"
947,"The Steps"
948,"Darkest Hour"
949,"Farsot"
950,"Chromeo"
951,"Kali Malone"
952,"The Germs"
953,"Omar Coleman"
954,"Danielle Nicole"
955,"Lee Hazlewood"
956,"Stand Atlantic"
957,"Robben Ford"
958,"Niecy Blues"
959,"Maria Callas"
960,"Ennio Morricone"
961,"Crime"
962,"the City Solution"
963,"Bonnie Montgomery"
964,"Hermano"
965,"Future"
966,"Graham Parker"
967,"Derrick Morgan"
968,"Tomb Mold"
969,"Restless Spirit"
970,"Ludacris"
971,"Carnifex"
972,"Kenny Cox"
973,"Bobby Darin"
974,"Thomas Rhett"
975,"Palms"
976,"Pavlov's Dog"
977,"Ryuichi Sakamoto"
978,"The Church"
979,"Tucker Zimmerman"
980,"Ghostwriters"
981,"The Raveonettes"
982,"Ulver"
983,"Dave Brubeck Quartet"
984,"Pages"
985,"Godspeed You Black Emperor"
986,"Yasmin Williams"
987,"Hanson"
988,"White Hills"
989,"Simon"
990,"Garfunkel"
991,"Guided by Voices"
992,"Richie Kotzen"
993,"Weather Systems"
994,"Sepultura"
995,"Hella"
996,"Eclipse"
997,"Indian"
998,"Watchhouse"
999,"Julie"
1000,"Joni Mitchell"
1001,"Mj Lenderman"
1002,"L.C. Franke"
1003,"Thelonious Monk"
1004,"Fire Engines"
1005,"Tim Bowness"
1006,"The Revolutionary Army of the Infant Jesus"
1007,"Pat Metheny"
1008,"Millie Jackson"
1009,"Crypto Order"
1010,"Ween"
1011,"Suzanne Ciani"
1012,"Kevin Abstract"
1013,"X"
1014,"Jack Bruce"
1015,"Heaven 17"
1016,"Cass Elliot"
1017,"The Flower Travellin' Band"
1018,"Gerry Beckley"
1019,"Kairos Creature Club"
1020,"Angelina Mango"
1021,"Buffalo Tom"
1022,"Cyndi Lauper"
1023,"Believer"
1024,"Sunset Rubdown"
1025,"Brian Auger's Oblivion Express"
1026,"Savoy Brown Blues Band"
1027,"The Pernice Brothers"
1028,"Sheila E."
1029,"The Black Crowes"
1030,"Hurray for the Riff Raff"
1031,"Alice Cooper"
1032,"The English Beat"
1033,"Warren Haynes"
1034,"The Cult"
1035,"The Guess Who"
1036,"New Power Generation"
1037,"Peeping Tom"
1038,"Joe Bonamassa"
1039,"Foreigner"
1040,"Richard Wright"
1041,"Chris"
1042,"Cosey"
1043,"Gov't Mule"
1044,"Fred Again"
1045,"La Fuga"
1046,"Al Green"
1047,"Roy Ayers"
1048,"The Lemon Twigs"
1049,"Rudimentary Peni"
1050,"Metallica"
1051,"Ten Years After"
1052,"Natalie Imbruglia"
1053,"Elodie"
1054,"Tananai"
1055,"Dinosaur Jr."
1056,"Information Society"
1057,"Earth Wind"
1058,"Fire"
1059,"Roxy Music"
1060,"Elisa"
1061,"The Notorious B.I.G."
1062,"Panic! At the Disco"
1063,"The Gun Club"
1064,"The Gordons"
1065,"La Rappresentante Di Lista"
1066,"PJ Harvey"
1067,"Old Firm Casuals"
1068,"Villagers of Ioannina City"
1069,"Sam Phillips"
1070,"Lindemann"
1071,"Slow"
1072,"Can"
1073,"Barry Gray"
1074,"Mort Garson"
1075,"J.J. Cale"
1076,"Kero Kero Bonito"
1077,"Poison"
1078,"The Jacksons"
1079,"Kenny Burrell"
1080,"Richard Thompson"
1081,"Linda"
1082,"Paul McCartney"
1083,"Katy Perry"
1084,"The Traveling Wilburys"
1085,"Sam Coomes"
1086,"Heart"
1087,"Glenn Branca"
1088,"Sonic Youth"
1089,"Helloween"
1090,"D'Angelo"
1091,"Madlib"
1092,"Yello"
1093,"Talking Heads"
1094,"Talk Talk"
1095,"Skip Spence"
1096,"Anika"
1097,"Lebanon Hanover"
1098,"Demolition Hammer"
1099,"Body of Light"
1100,"Little Feat"
1101,"The Archies"
1102,"Nokbient"
1103,"Save Point"
1104,"Opeth"
1105,"Zac Brown"
1106,"Travis Tritt"
1107,"Charlie Byrd"
1108,"Arlo Parks"
1109,"Dangerous Toys"
1110,"Carcass"
1111,"Black Angels"
1112,"Dante's Fox"
1113,"Moby"
1114,"Chicano Batman"
1115,"Joy Oladokun"
1116,"Nate Smith"
1117,"The Fall"
1118,"Tangerine Dream"
1119,"Hank III"
1120,"Deep Forest"
1121,"Fievel Is Glauque"
1122,"Puscifer"
1123,"Kerala Dust"
1124,"Samara Joy"
1125,"Ill Considered"
1126,"Waltel Branco"
1127,"The Subhumans"
1128,"Aesop Rock"
1129,"London Music Works"
1130,"Unthank"
1131,"Smith"
1132,"The Head and the Heart"
1133,"Goat"
1134,"John Carpenter"
1135,"Leonard Bernstein"
1136,"Screamer"
1137,"Gentle Giant"
1138,"The Selecter"
1139,"Digable Planets"
1140,"Robbie Williams"
1141,"Chris Travis"
1142,"Royksopp"
1143,"Mason Jennings"
1144,"Ari Lennox"
1145,"Depeche Mode"
1146,"The Vandals"
1147,"Skinshape"
1148,"James Brown"
1149,"Muni Long"
1150,"Shpongle"
1151,"Stray from the Path"
1152,"Various Tribute to Pink Floyd Artists"
1153,"Marcus King"
1154,"Leon Redbone"
1155,"Larry Young"
1156,"Dylan Scott"
1157,"Def Leppard"
1158,"Quincy Jones"
1159,"Michael Giacchino"
1160,"Doris Troy"
1161,"Dengue Fever"
1162,"MO3"
1163,"Mongo Santamaria"
1164,"Moon Duo"
1165,"The Robert Cray Band"
1166,"Terry Allen"
1167,"Dorothy"
1168,"Brett Dennen"
1169,"The Pop Group"
1170,"The Ventures"
1171,"Jonathan Richman"
1172,"the Modern Lovers"
1173,"Aleister Crowley"
1174,"Jack Harlow"
1175,"Wage War"
1176,"Spoon"
1177,"Killer Be Killed"
1178,"Les Claypool's Duo De Twang"
1179,"Charlie Parr"
1180,"Darren Criss"
1181,"Allen Stone"
1182,"Mr Bungle"
1183,"Parker McCollum"
1184,"Lindsey Buckingham"
1185,"Guy Clark"
1186,"glaive"
1187,"Elephant Tree"
1188,"Iron"
1189,"Wine"
1190,"Pinhead Gunpowder"
1191,"The Antlers"
1192,"Alicia Keys"
1193,"Lee Brice"
1194,"Bruce Springsteen"
1195,"Danzig"
1196,"Surprise Chef"
1197,"All Them Witches"
1198,"Pvris"
1199,"Joel McNeely"
1200,"Greg Graffin"
1201,"Redd Kross"
1202,"Ezra Furman"
1203,"The Who"
